t,signal
0.005,0.000012369081182807946
0.01,0.00004752198896295899
0.015,0.00010289897475638581
0.02,0.0001763669865075426
0.025,0.00026614977949622996
0.03,0.0003707694573124517
0.035,0.0004889975737694713
0.04,0.000619814232208322
0.045,0.0007623738743404707
0.05,0.0009159766646541429
0.055,0.0010800445553121305
0.06,0.0012541012661145556
0.065,0.0014377555392735347
0.07,0.0016306871334500178
0.075,0.0018326351090838136
0.08,0.00204338803030612
0.085,0.0022627757700019306
0.09,0.002490662655846684
0.095,0.0027269417380162623
0.1,0.0029715299951326613
0.105,0.0032243643250060524
0.11,0.003485398191826546
0.115,0.003754598822448092
0.12,0.004031944861963619
0.125,0.004317424413456077
0.13,0.004611033399093986
0.135,0.004912774190015257
0.14,0.005222654461037785
0.145,0.005540686233424587
0.15,0.005866885074944792
0.155,0.006201269431501935
0.16,0.00654386006880854
0.165,0.006894679606105424
0.17,0.007253752126868057
0.175,0.007621102853904824
0.18,0.007996757878311736
0.185,0.008380743933471177
0.19,0.008773088206723328
0.195,0.009173818182544518
0.2,0.009582961512074994
0.205,0.010000545904682153
0.21,0.010426599037950726
0.215,0.010861148483081583
0.22,0.011304221643174456
0.225,0.011755845702282771
0.23,0.012216047583474183
0.235,0.012684853914419288
0.24,0.013162290999272656
0.245,0.013648384795812466
0.25,0.014143160896974085
0.255,0.014646644516054394
0.26,0.015158860474981922
0.265,0.015679833195146844
0.27,0.01620958669036767
0.275,0.01674814456164062
0.28,0.017295529993375695
0.285,0.01785176575087184
0.29,0.018416874178824087
0.295,0.018990877200689503
0.3,0.01957379631876716
0.305,0.02016565261487091
0.31,0.020766466751493788
0.315,0.021376258973379244
0.32,0.021995049109428483
0.325,0.022622856574884623
0.33,0.023259700373744266
0.335,0.02390559910135498
0.34,0.024560570947164264
0.345,0.025224633697590978
0.35,0.025897804738995125
0.355,0.02658010106072585
0.36,0.027271539258230754
0.365,0.02797213553621252
0.37,0.028681905711821054
0.375,0.029400865217871375
0.38,0.030129029106079112
0.385,0.03086641205030676
0.39,0.03161302834981506
0.395,0.03236889193251479
0.4,0.03313401635821501
0.405,0.03390841482186458
0.41,0.03469210015678419
0.415,0.03548508483788672
0.42,0.036287380984884
0.425,0.03709900036547866
0.43,0.03791995439853955
0.435,0.03875025415725994
0.44,0.03958991037229757
0.445,0.040438933434895886
0.45,0.04129733339998604
0.455,0.042165119989268966
0.46,0.043042302594277555
0.465,0.04392889027941843
0.47,0.04482489178499311
0.475,0.04573031553019872
0.48,0.046645169616107776
0.485,0.04756946182862725
0.49,0.048503199641436824
0.495,0.049446390218906316
0.5,0.05039904041899236
0.505,0.051361156796114256
0.51,0.05233274560400924
0.515,0.05331381279856712
0.52,0.054304364040644336
0.525,0.05530440469885763
0.53,0.05631393985235741
0.535,0.05733297429358075
0.54,0.05836151253098445
0.545,0.059399558791757866
0.55,0.06044711702451605
0.555,0.06150419090197288
0.56,0.06257078382359473
0.565,0.06364689891823441
0.57,0.06473253904674584
0.575,0.06582770680457924
0.58,0.06693240452435725
0.585,0.06804663427843197
0.59,0.06917039788142297
0.595,0.07030369689273663
