t,signal
0.005,0.0000030430338541666666
0.01,0.00002372542408982326
0.015,0.00007802689134541248
0.02,0.0001802396850933356
0.025,0.0003430956053646799
0.03,0.0005778846462375087
0.035,0.00089456577619235
0.04,0.0013018703401228816
0.045,0.0018073985392059756
0.05,0.0024177094178864465
0.055,0.0031384047618265147
0.06,0.003974207286721727
0.065,0.0049290334753121666
0.07,0.006006061398643037
0.075,0.007207793837579172
0.08,0.008536117001684856
0.085,0.009992355124778356
0.09,0.011577321199698334
0.095,0.013291364099018701
0.1,0.015134412313564567
0.105,0.017106014526563056
0.11,0.019205377228059685
0.115,0.021431399561797723
0.12,0.023782705585050665
0.125,0.026257674110875488
0.13,0.028854466291877715
0.135,0.03157105109481164
0.14,0.03440522880614593
0.145,0.03735465270007305
0.15,0.040416848992299775
0.155,0.04358923519529645
0.16,0.04686913698347653
0.165,0.050253803669999715
0.17,0.053740422390516976
0.175,0.05732613108318051
0.18,0.061008030348604636
0.185,0.06478319426816395
0.19,0.06864868025403317
0.195,0.07260153799969071
0.2,0.0766388175952082
0.205,0.08075757686751295
0.21,0.08495488800192706
0.215,0.08922784349763777
0.22,0.0935735615063271
0.225,0.09798919059997208
0.23,0.10247191401080487
0.235,0.1070189533835876
0.24,0.11162757207769497
0.245,0.11629507805400018
0.25,0.12101882637921815
0.255,0.12579622137816085
0.26,0.1306247184623002
0.265,0.1355018256611009
0.27,0.14042510488077448
0.275,0.14539217291340858
0.28,0.15040070221783403
0.285,0.1554484214921033
0.29,0.1605331160560575
0.295,0.1656526280611527
0.3,0.17080485654349348
0.305,0.1759877573348762
0.31,0.1811993428455742
0.315,0.18643768173159497
0.32,0.19170089845820282
0.325,0.19698717277062494
0.33,0.20229473908204046
0.335,0.20762188578818774
0.34,0.21296695451721143
0.345,0.218328339322704
0.35,0.22370448582727498
0.355,0.22909389032340044
0.36,0.23449509883776495
0.365,0.239906706164803
0.37,0.24532735487467744
0.375,0.2507557343004954
0.38,0.25619057950915325
0.385,0.2616306702598246
0.39,0.26707482995375226
0.395,0.2725219245786762
0.4,0.2779708616509276
0.405,0.2834205891579337
0.41,0.2888700945036175
0.415,0.29431840345893284
0.42,0.29976457911954923
0.425,0.30520772087249287
0.43,0.3106469633733571
0.435,0.316081475535515
0.44,0.32151045953260565
0.445,0.3269331498154084
0.45,0.33234881214408335
0.455,0.3377567426366235
